2017116.192055__OXA_382 Made 2017116.192055__OXA_382 into gene. strand=+, frame=0
201713.18377__SHV_61 Made 201713.18377__SHV_61 into gene. strand=+, frame=0
201713.183815__TEM_201 Made 201713.183815__TEM_201 into gene. strand=+, frame=0
201713.183824__VEB_5 Made 201713.183824__VEB_5 into gene. strand=+, frame=0
201713.183828__sul1 Made 201713.183828__sul1 into gene. strand=+, frame=0
201713.18382__SHV_142 Made 201713.18382__SHV_142 into gene. strand=+, frame=0
201713.183833__tet_W_ Made 201713.183833__tet_W_ into gene. strand=+, frame=0
201713.183837__CTX_M_69 Made 201713.183837__CTX_M_69 into gene. strand=+, frame=0
201713.183841__dfrA24 Made 201713.183841__dfrA24 into gene. strand=+, frame=0
201713.183845__catB3 Made 201713.183845__catB3 into gene. strand=+, frame=0
201713.183854__IMP_20 Made 201713.183854__IMP_20 into gene. strand=+, frame=0
201713.183858__QnrB12 Made 201713.183858__QnrB12 into gene. strand=+, frame=0
201713.18385__tet_H_ Made 201713.18385__tet_H_ into gene. strand=+, frame=0
201713.18387__SFC_1 Made 201713.18387__SFC_1 into gene. strand=+, frame=0
201713.183911__SHV_121 Made 201713.183911__SHV_121 into gene. strand=+, frame=0
201713.183915__CTX_M_27 Made 201713.183915__CTX_M_27 into gene. strand=+, frame=0
201713.183924__SME_1 Made 201713.183924__SME_1 into gene. strand=+, frame=0
201713.183928__sul2 Made 201713.183928__sul2 into gene. strand=+, frame=0
201713.183932__aac_3__IIe Made 201713.183932__aac_3__IIe into gene. strand=+, frame=0
201713.183936__dfrG Made 201713.183936__dfrG into gene. strand=+, frame=0
201713.183941__FOX_7 Made 201713.183941__FOX_7 into gene. strand=+, frame=0
201713.183945__fosC Made 201713.183945__fosC into gene. strand=+, frame=0
201713.183949__GOB_1 Made 201713.183949__GOB_1 into gene. strand=+, frame=0
201713.183953__CTX_M_44 Made 201713.183953__CTX_M_44 into gene. strand=+, frame=0
201713.183958__aadA1 Made 201713.183958__aadA1 into gene. strand=+, frame=0
201713.184011__CARB_2 Made 201713.184011__CARB_2 into gene. strand=+, frame=0
201713.184015__SHV_92 Made 201713.184015__SHV_92 into gene. strand=+, frame=0
201713.184024__SHV_50 Made 201713.184024__SHV_50 into gene. strand=+, frame=0
201713.184028__CTX_M_123 Made 201713.184028__CTX_M_123 into gene. strand=+, frame=0
201713.18402__SHV_24 Made 201713.18402__SHV_24 into gene. strand=+, frame=0
201713.184033__CTX_M_48 Made 201713.184033__CTX_M_48 into gene. strand=+, frame=0
201713.184037__OXA_330 Made 201713.184037__OXA_330 into gene. strand=+, frame=0
201713.184041__B_3 Made 201713.184041__B_3 into gene. strand=+, frame=0
201713.184046__OXA_95 Made 201713.184046__OXA_95 into gene. strand=+, frame=0
201713.184054__OXA_183 Made 201713.184054__OXA_183 into gene. strand=+, frame=0
201713.184058__tet_S_ Made 201713.184058__tet_S_ into gene. strand=+, frame=0
201713.18405__fosB Made 201713.18405__fosB into gene. strand=+, frame=0
201713.18406__IMP_12 Made 201713.18406__IMP_12 into gene. strand=+, frame=0
201713.184116__DHA_3 Made 201713.184116__DHA_3 into gene. strand=+, frame=0
201713.184124__CTX_M_90 Made 201713.184124__CTX_M_90 into gene. strand=+, frame=0
201713.18412__OXA_87 Made 201713.18412__OXA_87 into gene. strand=+, frame=0
201713.184133__IMP_27 Made 201713.184133__IMP_27 into gene. strand=+, frame=0
201713.184137__CTX_M_10 Made 201713.184137__CTX_M_10 into gene. strand=+, frame=0
201713.18413__CARB_1 Made 201713.18413__CARB_1 into gene. strand=+, frame=0
201713.184142__DHA_1 Made 201713.184142__DHA_1 into gene. strand=+, frame=0
201713.184154__fosA Made 201713.184154__fosA into gene. strand=+, frame=0
201713.184159__B_14 Made 201713.184159__B_14 into gene. strand=+, frame=0
201713.18415__TEM_11 Made 201713.18415__TEM_11 into gene. strand=+, frame=0
201713.18417__SHV_51 Made 201713.18417__SHV_51 into gene. strand=+, frame=0
201713.184216__ACT_9 Made 201713.184216__ACT_9 into gene. strand=+, frame=0
201713.184224__CMY_41 Made 201713.184224__CMY_41 into gene. strand=+, frame=0
201713.184228__SHV_62 Made 201713.184228__SHV_62 into gene. strand=+, frame=0
201713.184233__CTX_M_2 Made 201713.184233__CTX_M_2 into gene. strand=+, frame=0
201713.184246__OXA_88 Made 201713.184246__OXA_88 into gene. strand=+, frame=0
201713.184254__SHV_34 Made 201713.184254__SHV_34 into gene. strand=+, frame=0
201713.184259__OXA_106 Made 201713.184259__OXA_106 into gene. strand=+, frame=0
201713.18425__VIM_20 Made 201713.18425__VIM_20 into gene. strand=+, frame=0
201713.18427__NDM_13 Made 201713.18427__NDM_13 into gene. strand=+, frame=0
201713.184312__tet_Q_ Made 201713.184312__tet_Q_ into gene. strand=+, frame=0
201713.184316__NDM_5 Made 201713.184316__NDM_5 into gene. strand=+, frame=0
201713.184325__IND_6 Made 201713.184325__IND_6 into gene. strand=+, frame=0
201713.184329__TEM_30 Made 201713.184329__TEM_30 into gene. strand=+, frame=0
201713.18432__MOX_6 Made 201713.18432__MOX_6 into gene. strand=+, frame=0
201713.184333__OXA_19 Made 201713.184333__OXA_19 into gene. strand=+, frame=0
201713.18433__OXA_143 Made 201713.18433__OXA_143 into gene. strand=+, frame=0
201713.184342__DHA_2 Made 201713.184342__DHA_2 into gene. strand=+, frame=0
201713.184355__TEM_1 Made 201713.184355__TEM_1 into gene. strand=+, frame=0
201713.184359__dfrA31 Made 201713.184359__dfrA31 into gene. strand=+, frame=0
201713.18435__TEM_164 Made 201713.18435__TEM_164 into gene. strand=+, frame=0
201713.18437__CTX_M_33 Made 201713.18437__CTX_M_33 into gene. strand=+, frame=0
201713.184412__ACT_2 Made 201713.184412__ACT_2 into gene. strand=+, frame=0
201713.184417__dfrB3 Made 201713.184417__dfrB3 into gene. strand=+, frame=0
201713.184425__OXA_51 Made 201713.184425__OXA_51 into gene. strand=+, frame=0
201713.184434__TEM_185 Made 201713.184434__TEM_185 into gene. strand=+, frame=0
201713.184438__OXA_213 Made 201713.184438__OXA_213 into gene. strand=+, frame=0
201713.18443__VCC_1 Made 201713.18443__VCC_1 into gene. strand=+, frame=0
201713.184443__HERA_1 Made 201713.184443__HERA_1 into gene. strand=+, frame=0
201713.184447__MOX_1 Made 201713.184447__MOX_1 into gene. strand=+, frame=0
201713.184452__TEM_151 Made 201713.184452__TEM_151 into gene. strand=+, frame=0
201713.184456__SHV_132 Made 201713.184456__SHV_132 into gene. strand=+, frame=0
201713.18448__SHV_71 Made 201713.18448__SHV_71 into gene. strand=+, frame=0
201713.184513__SHV_42 Made 201713.184513__SHV_42 into gene. strand=+, frame=0
201713.184518__TEM_71 Made 201713.184518__TEM_71 into gene. strand=+, frame=0
201713.184522__OXY_1_1 Made 201713.184522__OXY_1_1 into gene. strand=+, frame=0
201713.184527__dfrK Made 201713.184527__dfrK into gene. strand=+, frame=0
201713.184531__OXA_329 Made 201713.184531__OXA_329 into gene. strand=+, frame=0
201713.184535__OXA_226 Made 201713.184535__OXA_226 into gene. strand=+, frame=0
201713.184548__OXY_1_4 Made 201713.184548__OXY_1_4 into gene. strand=+, frame=0
201713.18454__catB7 Made 201713.18454__catB7 into gene. strand=+, frame=0
201713.184553__SHV_89 Made 201713.184553__SHV_89 into gene. strand=+, frame=0
201713.184557__CTX_M_55 Made 201713.184557__CTX_M_55 into gene. strand=+, frame=0
201713.18459__TEM_54 Made 201713.18459__TEM_54 into gene. strand=+, frame=0
201713.1845__catP Made 201713.1845__catP into gene. strand=+, frame=0
201713.184615__cfiA1 Made 201713.184615__cfiA1 into gene. strand=+, frame=0
201713.184619__OCH_3 Made 201713.184619__OCH_3 into gene. strand=+, frame=0
201713.18461__QnrS5 Made 201713.18461__QnrS5 into gene. strand=+, frame=0
201713.184623__TEM_70 Made 201713.184623__TEM_70 into gene. strand=+, frame=0
201713.184628__GOB_12 Made 201713.184628__GOB_12 into gene. strand=+, frame=0
201713.184632__MAL_1 Made 201713.184632__MAL_1 into gene. strand=+, frame=0
201713.184636__dfrK Made 201713.184636__dfrK into gene. strand=+, frame=0
201713.184641__FRI_1 Made 201713.184641__FRI_1 into gene. strand=+, frame=0
201713.184645__ort_B_ Made 201713.184645__ort_B_ into gene. strand=+, frame=0
201713.184654__CARB_9 Made 201713.184654__CARB_9 into gene. strand=+, frame=0
201713.184658__OXA_27 Made 201713.184658__OXA_27 into gene. strand=+, frame=0
201713.18466__TEM_138 Made 201713.18466__TEM_138 into gene. strand=+, frame=0
201713.184711__sul1 Made 201713.184711__sul1 into gene. strand=+, frame=0
201713.184715__tet_A_ Made 201713.184715__tet_A_ into gene. strand=+, frame=0
201713.184724__CTX_M_36 Made 201713.184724__CTX_M_36 into gene. strand=+, frame=0
201713.184729__QnrB34 Made 201713.184729__QnrB34 into gene. strand=+, frame=0
201713.184733__CTX_M_38 Made 201713.184733__CTX_M_38 into gene. strand=+, frame=0
201713.184742__tet_32_ Made 201713.184742__tet_32_ into gene. strand=+, frame=0
201713.184755__aph_3PRIME__XV Made 201713.184755__aph_3PRIME__XV into gene. strand=+, frame=0
201713.184759__OXA_3 Made 201713.184759__OXA_3 into gene. strand=+, frame=0
201713.18475__OXY_2_4 Made 201713.18475__OXY_2_4 into gene. strand=+, frame=0
201713.18477__CTX_M_66 Made 201713.18477__CTX_M_66 into gene. strand=+, frame=0
201713.184812__nimJ Made 201713.184812__nimJ into gene. strand=+, frame=0
201713.184825__OXA_47 Made 201713.184825__OXA_47 into gene. strand=+, frame=0
201713.184829__VIM_1 Made 201713.184829__VIM_1 into gene. strand=+, frame=0
201713.18482__QnrB46 Made 201713.18482__QnrB46 into gene. strand=+, frame=0
201713.184833__QnrB72 Made 201713.184833__QnrB72 into gene. strand=+, frame=0
201713.184838__SHV_110 Made 201713.184838__SHV_110 into gene. strand=+, frame=0
201713.18483__TEM_114 Made 201713.18483__TEM_114 into gene. strand=+, frame=0
201713.184842__OXA_219 Made 201713.184842__OXA_219 into gene. strand=+, frame=0
201713.184846__CTX_M_63 Made 201713.184846__CTX_M_63 into gene. strand=+, frame=0
201713.184851__dfrB7 Made 201713.184851__dfrB7 into gene. strand=+, frame=0
201713.184855__CMY_47 Made 201713.184855__CMY_47 into gene. strand=+, frame=0
201713.184913__OXA_100 Made 201713.184913__OXA_100 into gene. strand=+, frame=0
201713.184917__ARR_5 Made 201713.184917__ARR_5 into gene. strand=+, frame=0
201713.184921__IMI_1 Made 201713.184921__IMI_1 into gene. strand=+, frame=0
201713.184926__CTX_M_9 Made 201713.184926__CTX_M_9 into gene. strand=+, frame=0
201713.184935__cepA_49 Made 201713.184935__cepA_49 into gene. strand=+, frame=0
201713.184939__OXA_163 Made 201713.184939__OXA_163 into gene. strand=+, frame=0
201713.18493__TEM_160 Made 201713.18493__TEM_160 into gene. strand=+, frame=0
201713.184944__ant_3PRIMEPRIME__Ih_aac_6PRIMEPRIME__IId Made 201713.184944__ant_3PRIMEPRIME__Ih_aac_6PRIMEPRIME__IId into gene. strand=+, frame=0
201713.184948__tet_H_ Made 201713.184948__tet_H_ into gene. strand=+, frame=0
201713.18494__SHV_48 Made 201713.18494__SHV_48 into gene. strand=+, frame=0
201713.184952__dfrA1 Made 201713.184952__dfrA1 into gene. strand=+, frame=0
201713.184957__QnrB5 Made 201713.184957__QnrB5 into gene. strand=+, frame=0
201713.18498__CMY_20 Made 201713.18498__CMY_20 into gene. strand=+, frame=0
201713.1849__OXA_323 Made 201713.1849__OXA_323 into gene. strand=+, frame=0
201713.185014__aadA9 Made 201713.185014__aadA9 into gene. strand=+, frame=0
201713.185018__OXA_80 Made 201713.185018__OXA_80 into gene. strand=+, frame=0
201713.18501__QnrB1 Made 201713.18501__QnrB1 into gene. strand=+, frame=0
201713.185027__oqxB Made 201713.185027__oqxB into gene. strand=+, frame=0
201713.185031__QnrB20like Made 201713.185031__QnrB20like into gene. strand=+, frame=0
201713.185035__OXA_108like Made 201713.185035__OXA_108like into gene. strand=+, frame=0
201713.185044__VIM_38 Made 201713.185044__VIM_38 into gene. strand=+, frame=0
201713.185048__npmA Made 201713.185048__npmA into gene. strand=+, frame=0
201713.18504__aac_3__IIIc Made 201713.18504__aac_3__IIIc into gene. strand=+, frame=0
201713.185052__CMY_32 Made 201713.185052__CMY_32 into gene. strand=+, frame=0
201713.185057__OXA_67 Made 201713.185057__OXA_67 into gene. strand=+, frame=0
201713.18505__OXA_161 Made 201713.18505__OXA_161 into gene. strand=+, frame=0
201713.185114__aac_3__VIIa Made 201713.185114__aac_3__VIIa into gene. strand=+, frame=0
201713.185118__sul2 Made 201713.185118__sul2 into gene. strand=+, frame=0
201713.18511__QnrB50 Made 201713.18511__QnrB50 into gene. strand=+, frame=0
201713.185122__VIM_29 Made 201713.185122__VIM_29 into gene. strand=+, frame=0
201713.185131__tet_O_ Made 201713.185131__tet_O_ into gene. strand=+, frame=0
201713.185135__QnrVC3 Made 201713.185135__QnrVC3 into gene. strand=+, frame=0
201713.185144__optrA Made 201713.185144__optrA into gene. strand=+, frame=0
201713.185148__cat_pC194_ Made 201713.185148__cat_pC194_ into gene. strand=+, frame=0
201713.18514__LAT_1 Made 201713.18514__LAT_1 into gene. strand=+, frame=0
201713.185153__SHV_12 Made 201713.185153__SHV_12 into gene. strand=+, frame=0
201713.185157__sph Made 201713.185157__sph into gene. strand=+, frame=0
201713.18515__tet_31_ Made 201713.18515__tet_31_ into gene. strand=+, frame=0
201713.185214__TEM_113 Made 201713.185214__TEM_113 into gene. strand=+, frame=0
201713.185219__SHV_27 Made 201713.185219__SHV_27 into gene. strand=+, frame=0
201713.18521__tet_J_ Made 201713.18521__tet_J_ into gene. strand=+, frame=0
201713.185223__CTX_M_15 Made 201713.185223__CTX_M_15 into gene. strand=+, frame=0
201713.185228__aac_3__IIIb Made 201713.185228__aac_3__IIIb into gene. strand=+, frame=0
201713.185232__OXA_246 Made 201713.185232__OXA_246 into gene. strand=+, frame=0
201713.185237__sul3 Made 201713.185237__sul3 into gene. strand=+, frame=0
201713.185241__SHV_9 Made 201713.185241__SHV_9 into gene. strand=+, frame=0
201713.185245__aadA13 Made 201713.185245__aadA13 into gene. strand=+, frame=0
201713.185254__CARB_10 Made 201713.185254__CARB_10 into gene. strand=+, frame=0
201713.185259__TEM_108 Made 201713.185259__TEM_108 into gene. strand=+, frame=0
201713.18525__SFO_1 Made 201713.18525__SFO_1 into gene. strand=+, frame=0
201713.18526__SHV_93 Made 201713.18526__SHV_93 into gene. strand=+, frame=0
201713.185312__TEM_81 Made 201713.185312__TEM_81 into gene. strand=+, frame=0
201713.185317__CTX_M_19 Made 201713.185317__CTX_M_19 into gene. strand=+, frame=0
201713.185321__aac_6PRIME__Ic Made 201713.185321__aac_6PRIME__Ic into gene. strand=+, frame=0
201713.185326__CMY_55 Made 201713.185326__CMY_55 into gene. strand=+, frame=0
201713.185338__CMY_58 Made 201713.185338__CMY_58 into gene. strand=+, frame=0
201713.18533__OXA_174 Made 201713.18533__OXA_174 into gene. strand=+, frame=0
201713.185343__aadA17 Made 201713.185343__aadA17 into gene. strand=+, frame=0
201713.185347__TEM_156 Made 201713.185347__TEM_156 into gene. strand=+, frame=0
201713.185352__TEM_68 Made 201713.185352__TEM_68 into gene. strand=+, frame=0
201713.185414__sul1 Made 201713.185414__sul1 into gene. strand=+, frame=0
201713.185418__IMP_29 Made 201713.185418__IMP_29 into gene. strand=+, frame=0
201713.185422__OKP_A_5 Made 201713.185422__OKP_A_5 into gene. strand=+, frame=0
201713.185427__GES_7 Made 201713.185427__GES_7 into gene. strand=+, frame=0
201713.185432__TEM_107 Made 201713.185432__TEM_107 into gene. strand=+, frame=0
201713.185436__ampS Made 201713.185436__ampS into gene. strand=+, frame=0
201713.185441__TEM_146 Made 201713.185441__TEM_146 into gene. strand=+, frame=0
201713.185445__VIM_17 Made 201713.185445__VIM_17 into gene. strand=+, frame=0
201713.185449__OXA_5 Made 201713.185449__OXA_5 into gene. strand=+, frame=0
201713.185458__CTX_M_103 Made 201713.185458__CTX_M_103 into gene. strand=+, frame=0
201713.18545__SHV_2a Made 201713.18545__SHV_2a into gene. strand=+, frame=0
201713.1854__KPC_13 Made 201713.1854__KPC_13 into gene. strand=+, frame=0
201713.185516__fosC Made 201713.185516__fosC into gene. strand=+, frame=0
201713.185524__pexA Made 201713.185524__pexA into gene. strand=+, frame=0
201713.18552__CTX_M_3 Made 201713.18552__CTX_M_3 into gene. strand=+, frame=0
201713.185533__CTX_M_78 Made 201713.185533__CTX_M_78 into gene. strand=+, frame=0
201713.185538__CMY_62 Made 201713.185538__CMY_62 into gene. strand=+, frame=0
201713.18553__OXA_328 Made 201713.18553__OXA_328 into gene. strand=+, frame=0
201713.185542__aph_2PRIMEPRIME__Ic Made 201713.185542__aph_2PRIMEPRIME__Ic into gene. strand=+, frame=0
201713.185546__TEM_2 Made 201713.185546__TEM_2 into gene. strand=+, frame=0
201713.185551__aac_3__Ii Made 201713.185551__aac_3__Ii into gene. strand=+, frame=0
201713.185555__nimC Made 201713.185555__nimC into gene. strand=+, frame=0
201713.185559__TEM_80 Made 201713.185559__TEM_80 into gene. strand=+, frame=0
201713.18557__OXA_78 Made 201713.18557__OXA_78 into gene. strand=+, frame=0
201713.185612__BKC_1 Made 201713.185612__BKC_1 into gene. strand=+, frame=0
201713.185617__fosA Made 201713.185617__fosA into gene. strand=+, frame=0
201713.185621__SHV_59 Made 201713.185621__SHV_59 into gene. strand=+, frame=0
201713.185626__CTX_M_40 Made 201713.185626__CTX_M_40 into gene. strand=+, frame=0
201713.185635__SHV_102 Made 201713.185635__SHV_102 into gene. strand=+, frame=0
201713.185639__CARB_6 Made 201713.185639__CARB_6 into gene. strand=+, frame=0
201713.18563__tet_M_ Made 201713.18563__tet_M_ into gene. strand=+, frame=0
201713.185644__aph_3PRIME__VIIa Made 201713.185644__aph_3PRIME__VIIa into gene. strand=+, frame=0
201713.185648__TEM_194 Made 201713.185648__TEM_194 into gene. strand=+, frame=0
201713.185653__CMY_51 Made 201713.185653__CMY_51 into gene. strand=+, frame=0
201713.185657__GOB_16 Made 201713.185657__GOB_16 into gene. strand=+, frame=0
201713.18568__OXA_356 Made 201713.18568__OXA_356 into gene. strand=+, frame=0
201713.185714__KHM_1 Made 201713.185714__KHM_1 into gene. strand=+, frame=0
201713.185719__rmtf Made 201713.185719__rmtf into gene. strand=+, frame=0
201713.185723__OXA_309 Made 201713.185723__OXA_309 into gene. strand=+, frame=0
201713.185727__OXA_22 Made 201713.185727__OXA_22 into gene. strand=+, frame=0
201713.185732__TEM_87 Made 201713.185732__TEM_87 into gene. strand=+, frame=0
201713.185736__BRO_2 Made 201713.185736__BRO_2 into gene. strand=+, frame=0
201713.185741__OXA_2 Made 201713.185741__OXA_2 into gene. strand=+, frame=0
201713.185745__B_6 Made 201713.185745__B_6 into gene. strand=+, frame=0
201713.185754__OXA_31 Made 201713.185754__OXA_31 into gene. strand=+, frame=0
201713.185759__QnrB16 Made 201713.185759__QnrB16 into gene. strand=+, frame=0
201713.18576__aac_3__Ib Made 201713.18576__aac_3__Ib into gene. strand=+, frame=0
201713.185812__CTX_M_14 Made 201713.185812__CTX_M_14 into gene. strand=+, frame=0
201713.185816__OXA_68 Made 201713.185816__OXA_68 into gene. strand=+, frame=0
201713.185821__OXA_203 Made 201713.185821__OXA_203 into gene. strand=+, frame=0
201713.185825__aph_3PRIME__Vb Made 201713.185825__aph_3PRIME__Vb into gene. strand=+, frame=0
201713.185834__GES_6 Made 201713.185834__GES_6 into gene. strand=+, frame=0
201713.185838__OXA_173 Made 201713.185838__OXA_173 into gene. strand=+, frame=0
201713.18583__hugA Made 201713.18583__hugA into gene. strand=+, frame=0
201713.185843__aph_9__Ib Made 201713.185843__aph_9__Ib into gene. strand=+, frame=0
201713.185847__LEN_15 Made 201713.185847__LEN_15 into gene. strand=+, frame=0
201713.185852__QnrB38 Made 201713.185852__QnrB38 into gene. strand=+, frame=0
201713.185856__OXA_46 Made 201713.185856__OXA_46 into gene. strand=+, frame=0
201713.18588__CMY_67 Made 201713.18588__CMY_67 into gene. strand=+, frame=0
201713.185914__cfiA14 Made 201713.185914__cfiA14 into gene. strand=+, frame=0
201713.18591__OXA_206 Made 201713.18591__OXA_206 into gene. strand=+, frame=0
201713.185922__OXA_13 Made 201713.185922__OXA_13 into gene. strand=+, frame=0
201713.185927__sul2 Made 201713.185927__sul2 into gene. strand=+, frame=0
201713.185935__IMP_6 Made 201713.185935__IMP_6 into gene. strand=+, frame=0
201713.185944__VIM_36 Made 201713.185944__VIM_36 into gene. strand=+, frame=0
201713.185948__TEM_28 Made 201713.185948__TEM_28 into gene. strand=+, frame=0
201713.18594__aac_6PRIME__I30 Made 201713.18594__aac_6PRIME__I30 into gene. strand=+, frame=0
201713.185953__OXA_247 Made 201713.185953__OXA_247 into gene. strand=+, frame=0
201713.185957__OXA_28 Made 201713.185957__OXA_28 into gene. strand=+, frame=0
201713.18595__tet_M_ Made 201713.18595__tet_M_ into gene. strand=+, frame=0
201713.18599__MOX_3 Made 201713.18599__MOX_3 into gene. strand=+, frame=0
201713.19015__TEM_101 Made 201713.19015__TEM_101 into gene. strand=+, frame=0
201713.19019__TUS_1 Made 201713.19019__TUS_1 into gene. strand=+, frame=0
201713.19028__QnrB64 Made 201713.19028__QnrB64 into gene. strand=+, frame=0
201713.19037__IND_4 Made 201713.19037__IND_4 into gene. strand=+, frame=0
201713.19041__OXY_6_1 Made 201713.19041__OXY_6_1 into gene. strand=+, frame=0
201713.19046__OXA_138 Made 201713.19046__OXA_138 into gene. strand=+, frame=0
201713.19055__OXA_164 Made 201713.19055__OXA_164 into gene. strand=+, frame=0
201713.19059__VEB_1 Made 201713.19059__VEB_1 into gene. strand=+, frame=0
201713.1905__CTX_M_62 Made 201713.1905__CTX_M_62 into gene. strand=+, frame=0
201713.191016__aadA24 Made 201713.191016__aadA24 into gene. strand=+, frame=0
201713.191025__aac_3__IIa Made 201713.191025__aac_3__IIa into gene. strand=+, frame=0
201713.191029__LEN_24 Made 201713.191029__LEN_24 into gene. strand=+, frame=0
201713.19102__IMP_10 Made 201713.19102__IMP_10 into gene. strand=+, frame=0
201713.191034__CMY_44 Made 201713.191034__CMY_44 into gene. strand=+, frame=0
201713.191038__TEM_188 Made 201713.191038__TEM_188 into gene. strand=+, frame=0
201713.19103__OXA_109 Made 201713.19103__OXA_109 into gene. strand=+, frame=0
201713.191043__aadE Made 201713.191043__aadE into gene. strand=+, frame=0
201713.191056__OXA_225 Made 201713.191056__OXA_225 into gene. strand=+, frame=0
201713.19107__aac_3__IVa Made 201713.19107__aac_3__IVa into gene. strand=+, frame=0
201713.191114__CTX_M_24 Made 201713.191114__CTX_M_24 into gene. strand=+, frame=0
201713.19111__OXA_26 Made 201713.19111__OXA_26 into gene. strand=+, frame=0
201713.191123__aadA11 Made 201713.191123__aadA11 into gene. strand=+, frame=0
201713.191128__KPC_3 Made 201713.191128__KPC_3 into gene. strand=+, frame=0
201713.19112__OXA_326 Made 201713.19112__OXA_326 into gene. strand=+, frame=0
201713.191132__VEB_4 Made 201713.191132__VEB_4 into gene. strand=+, frame=0
201713.191137__TEM_125 Made 201713.191137__TEM_125 into gene. strand=+, frame=0
201713.191142__CARB_12 Made 201713.191142__CARB_12 into gene. strand=+, frame=0
201713.191147__TEM_60 Made 201713.191147__TEM_60 into gene. strand=+, frame=0
201713.191151__ACT_1 Made 201713.191151__ACT_1 into gene. strand=+, frame=0
201713.191156__CTX_M_96 Made 201713.191156__CTX_M_96 into gene. strand=+, frame=0
201713.191213__OXY_1_3 Made 201713.191213__OXY_1_3 into gene. strand=+, frame=0
201713.191218__CTX_M_86 Made 201713.191218__CTX_M_86 into gene. strand=+, frame=0
201713.19121__tet_35_ Made 201713.19121__tet_35_ into gene. strand=+, frame=0
201713.191223__OXA_84 Made 201713.191223__OXA_84 into gene. strand=+, frame=0
201713.191227__TEM_211 Made 201713.191227__TEM_211 into gene. strand=+, frame=0
201713.191232__sul1 Made 201713.191232__sul1 into gene. strand=+, frame=0
201713.191236__QnrAS Made 201713.191236__QnrAS into gene. strand=+, frame=0
201713.191241__OXA_42 Made 201713.191241__OXA_42 into gene. strand=+, frame=0
201713.191245__TEM_17 Made 201713.191245__TEM_17 into gene. strand=+, frame=0
201713.191259__sul1 Made 201713.191259__sul1 into gene. strand=+, frame=0
201713.19125__SHV_157 Made 201713.19125__SHV_157 into gene. strand=+, frame=0
201713.19129__rmtD Made 201713.19129__rmtD into gene. strand=+, frame=0
201713.191313__TEM_20 Made 201713.191313__TEM_20 into gene. strand=+, frame=0
201713.191317__TEM_129 Made 201713.191317__TEM_129 into gene. strand=+, frame=0
201713.191322__str Made 201713.191322__str into gene. strand=+, frame=0
201713.191326__CTX_M_12 Made 201713.191326__CTX_M_12 into gene. strand=+, frame=0
201713.191336__cfrA Made 201713.191336__cfrA into gene. strand=+, frame=0
201713.191344__dfrD Made 201713.191344__dfrD into gene. strand=+, frame=0
201713.191349__cat_pC221_ Made 201713.191349__cat_pC221_ into gene. strand=+, frame=0
201713.19134__OXA_23 Made 201713.19134__OXA_23 into gene. strand=+, frame=0
201713.191353__aph_3PRIME__Va Made 201713.191353__aph_3PRIME__Va into gene. strand=+, frame=0
201713.191357__CTX_M_80 Made 201713.191357__CTX_M_80 into gene. strand=+, frame=0
201713.19138__OXA_167 Made 201713.19138__OXA_167 into gene. strand=+, frame=0
201713.1913__IND_5 Made 201713.1913__IND_5 into gene. strand=+, frame=0
201713.191411__SHV_18 Made 201713.191411__SHV_18 into gene. strand=+, frame=0
201713.191415__OXA_96 Made 201713.191415__OXA_96 into gene. strand=+, frame=0
201713.191429__TEM_163 Made 201713.191429__TEM_163 into gene. strand=+, frame=0
201713.19142__tet_32_ Made 201713.19142__tet_32_ into gene. strand=+, frame=0
201713.191433__OXA_210 Made 201713.191433__OXA_210 into gene. strand=+, frame=0
201713.191438__blaZ Made 201713.191438__blaZ into gene. strand=+, frame=0
201713.19143__IMP_40 Made 201713.19143__IMP_40 into gene. strand=+, frame=0
201713.191443__TEM_167 Made 201713.191443__TEM_167 into gene. strand=+, frame=0
201713.191456__aac_6PRIME__Ir Made 201713.191456__aac_6PRIME__Ir into gene. strand=+, frame=0
201713.19147__OXA_324 Made 201713.19147__OXA_324 into gene. strand=+, frame=0
201713.191514__SHV_106 Made 201713.191514__SHV_106 into gene. strand=+, frame=0
201713.19151__TEM_147 Made 201713.19151__TEM_147 into gene. strand=+, frame=0
201713.191523__IND_9 Made 201713.191523__IND_9 into gene. strand=+, frame=0
201713.191527__fosA Made 201713.191527__fosA into gene. strand=+, frame=0
201713.191536__CTX_M_20 Made 201713.191536__CTX_M_20 into gene. strand=+, frame=0
201713.191541__OKP_B_4 Made 201713.191541__OKP_B_4 into gene. strand=+, frame=0
201713.191545__QnrB68 Made 201713.191545__QnrB68 into gene. strand=+, frame=0
201713.191554__aac_3__Id Made 201713.191554__aac_3__Id into gene. strand=+, frame=0
201713.191558__SHV_26 Made 201713.191558__SHV_26 into gene. strand=+, frame=0
201713.19155__TMB_1 Made 201713.19155__TMB_1 into gene. strand=+, frame=0
201713.19156__ort_B_ Made 201713.19156__ort_B_ into gene. strand=+, frame=0
201713.19159__BIL_1 Made 201713.19159__BIL_1 into gene. strand=+, frame=0
201713.191613__CTX_M_52 Made 201713.191613__CTX_M_52 into gene. strand=+, frame=0
201713.191618__tet_E_ Made 201713.191618__tet_E_ into gene. strand=+, frame=0
201713.191622__OXA_114 Made 201713.191622__OXA_114 into gene. strand=+, frame=0
201713.191627__aadA12 Made 201713.191627__aadA12 into gene. strand=+, frame=0
201713.191631__cat86 Made 201713.191631__cat86 into gene. strand=+, frame=0
