VFG000349__psaE Made VFG000349__psaE into gene. strand=+, frame=0
VFG003410__fliB Made VFG003410__fliB into gene. strand=+, frame=0
VFG003411__fliC Made VFG003411__fliC into gene. strand=+, frame=0
VFG003412__fliD Made VFG003412__fliD into gene. strand=+, frame=0
VFG003413__fliS Made VFG003413__fliS into gene. strand=+, frame=0
VFG003414__fliT Made VFG003414__fliT into gene. strand=+, frame=0
VFG003415__fliF Made VFG003415__fliF into gene. strand=+, frame=0
VFG003416__fliG Made VFG003416__fliG into gene. strand=+, frame=0
VFG003417__fliH Made VFG003417__fliH into gene. strand=+, frame=0
VFG003418__fliI Made VFG003418__fliI into gene. strand=+, frame=0
VFG003419__fliJ Made VFG003419__fliJ into gene. strand=+, frame=0
VFG003420__fliK Made VFG003420__fliK into gene. strand=+, frame=0
VFG003422__fliM Made VFG003422__fliM into gene. strand=+, frame=0
VFG003423__fliN Made VFG003423__fliN into gene. strand=+, frame=0
VFG003424__fliO Made VFG003424__fliO into gene. strand=+, frame=0
VFG003426__fliQ Made VFG003426__fliQ into gene. strand=+, frame=0
VFG003427__fliR Made VFG003427__fliR into gene. strand=+, frame=0
VFG003429__flgK Made VFG003429__flgK into gene. strand=+, frame=0
VFG003433__flgG Made VFG003433__flgG into gene. strand=+, frame=0
VFG003434__flgF Made VFG003434__flgF into gene. strand=+, frame=0
VFG003435__flgE Made VFG003435__flgE into gene. strand=+, frame=0
VFG003436__flgD Made VFG003436__flgD into gene. strand=+, frame=0
VFG003438__flgB Made VFG003438__flgB into gene. strand=+, frame=0
VFG003439__flgA Made VFG003439__flgA into gene. strand=+, frame=0
VFG003441__flgN Made VFG003441__flgN into gene. strand=+, frame=0
VFG003442__flhE Made VFG003442__flhE into gene. strand=+, frame=0
VFG003443__flhA Made VFG003443__flhA into gene. strand=+, frame=0
VFG003444__flhB Made VFG003444__flhB into gene. strand=+, frame=0
VFG003445__fliE Made VFG003445__fliE into gene. strand=+, frame=0
VFG003452__flhD Made VFG003452__flhD into gene. strand=+, frame=0
VFG003453__yplA Made VFG003453__yplA into gene. strand=+, frame=0
VFG003454__yadA Made VFG003454__yadA into gene. strand=+, frame=0
VFG003455__yopD Made VFG003455__yopD into gene. strand=+, frame=0
VFG003456__yopB Made VFG003456__yopB into gene. strand=+, frame=0
VFG003457__sycD_lcrH Made VFG003457__sycD_lcrH into gene. strand=+, frame=0
VFG003458__lcrV Made VFG003458__lcrV into gene. strand=+, frame=0
VFG003459__lcrG Made VFG003459__lcrG into gene. strand=+, frame=0
VFG003460__lcrR Made VFG003460__lcrR into gene. strand=+, frame=0
VFG003461__yscV_lcrD Made VFG003461__yscV_lcrD into gene. strand=+, frame=0
VFG003462__yscY Made VFG003462__yscY into gene. strand=+, frame=0
VFG003463__yscX Made VFG003463__yscX into gene. strand=+, frame=0
VFG003464__sycN Made VFG003464__sycN into gene. strand=+, frame=0
VFG003466__lcrE_yopN Made VFG003466__lcrE_yopN into gene. strand=+, frame=0
VFG003467__yscN Made VFG003467__yscN into gene. strand=+, frame=0
VFG003468__yscO Made VFG003468__yscO into gene. strand=+, frame=0
VFG003469__yscP Made VFG003469__yscP into gene. strand=+, frame=0
VFG003470__yscQ Made VFG003470__yscQ into gene. strand=+, frame=0
VFG003471__yscR Made VFG003471__yscR into gene. strand=+, frame=0
VFG003473__yscT Made VFG003473__yscT into gene. strand=+, frame=0
VFG003474__yscU Made VFG003474__yscU into gene. strand=+, frame=0
VFG003475__virG_yscW Made VFG003475__virG_yscW into gene. strand=+, frame=0
VFG003476__virF_lcrF Made VFG003476__virF_lcrF into gene. strand=+, frame=0
VFG003477__yscA Made VFG003477__yscA into gene. strand=+, frame=0
VFG003478__yscB Made VFG003478__yscB into gene. strand=+, frame=0
VFG003479__yscC Made VFG003479__yscC into gene. strand=+, frame=0
VFG003480__yscD Made VFG003480__yscD into gene. strand=+, frame=0
VFG003481__yscE Made VFG003481__yscE into gene. strand=+, frame=0
VFG003482__yscF Made VFG003482__yscF into gene. strand=+, frame=0
VFG003483__yscG Made VFG003483__yscG into gene. strand=+, frame=0
VFG003484__yopR_yscH_lcrP Made VFG003484__yopR_yscH_lcrP into gene. strand=+, frame=0
VFG003485__lcrO_yscI Made VFG003485__lcrO_yscI into gene. strand=+, frame=0
VFG003486__ylpB_yscJ Made VFG003486__ylpB_yscJ into gene. strand=+, frame=0
VFG003487__yscK Made VFG003487__yscK into gene. strand=+, frame=0
VFG003488__yscL Made VFG003488__yscL into gene. strand=+, frame=0
VFG003489__lcrQ_yscM Made VFG003489__lcrQ_yscM into gene. strand=+, frame=0
VFG003490__yopH Made VFG003490__yopH into gene. strand=+, frame=0
VFG003491__yopE Made VFG003491__yopE into gene. strand=+, frame=0
VFG003492__yopT Made VFG003492__yopT into gene. strand=+, frame=0
VFG003493__yopO_ypkA Made VFG003493__yopO_ypkA into gene. strand=+, frame=0
VFG003494__yopJ_yopP Made VFG003494__yopJ_yopP into gene. strand=+, frame=0
VFG003495__yopM Made VFG003495__yopM into gene. strand=+, frame=0
VFG003496__invA Made VFG003496__invA into gene. strand=+, frame=0
VFG003497__antigen_4 Made VFG003497__antigen_4 into gene. strand=+, frame=0
VFG003498__ail Made VFG003498__ail into gene. strand=+, frame=0
VFG003499__psn_fyuA Made VFG003499__psn_fyuA into gene. strand=+, frame=0
VFG003500__ybtE Made VFG003500__ybtE into gene. strand=+, frame=0
VFG003501__ybtT Made VFG003501__ybtT into gene. strand=+, frame=0
VFG003502__ybtU Made VFG003502__ybtU into gene. strand=+, frame=0
VFG003503__irp1 Made VFG003503__irp1 into gene. strand=+, frame=0
VFG003504__irp2 Made VFG003504__irp2 into gene. strand=+, frame=0
VFG003505__ybtA Made VFG003505__ybtA into gene. strand=+, frame=0
VFG003506__ybtP Made VFG003506__ybtP into gene. strand=+, frame=0
VFG003507__ybtQ Made VFG003507__ybtQ into gene. strand=+, frame=0
VFG003508__ybtX Made VFG003508__ybtX into gene. strand=+, frame=0
VFG003509__ybtS Made VFG003509__ybtS into gene. strand=+, frame=0
VFG003510__acpY Made VFG003510__acpY into gene. strand=+, frame=0
VFG003511__yspA Made VFG003511__yspA into gene. strand=+, frame=0
VFG003512__yspD Made VFG003512__yspD into gene. strand=+, frame=0
VFG003513__yspC Made VFG003513__yspC into gene. strand=+, frame=0
VFG003514__yspB Made VFG003514__yspB into gene. strand=+, frame=0
VFG003515__sycB Made VFG003515__sycB into gene. strand=+, frame=0
VFG003516__ysaU Made VFG003516__ysaU into gene. strand=+, frame=0
VFG003517__ysaT Made VFG003517__ysaT into gene. strand=+, frame=0
VFG003518__ysaS Made VFG003518__ysaS into gene. strand=+, frame=0
VFG003519__ysaR Made VFG003519__ysaR into gene. strand=+, frame=0
VFG003520__ysaQ Made VFG003520__ysaQ into gene. strand=+, frame=0
VFG003521__yspN Made VFG003521__yspN into gene. strand=+, frame=0
VFG003522__YE3543A Made VFG003522__YE3543A into gene. strand=+, frame=0
VFG003523__ysaN Made VFG003523__ysaN into gene. strand=+, frame=0
VFG003524__ysaK Made VFG003524__ysaK into gene. strand=+, frame=0
VFG003525__ysaV Made VFG003525__ysaV into gene. strand=+, frame=0
VFG003526__ysaW Made VFG003526__ysaW into gene. strand=+, frame=0
VFG003527__ysaC Made VFG003527__ysaC into gene. strand=+, frame=0
VFG003528__ysaE Made VFG003528__ysaE into gene. strand=+, frame=0
VFG003529__prgH_ Made VFG003529__prgH_ into gene. strand=+, frame=0
VFG003530__YE3551 Made VFG003530__YE3551 into gene. strand=+, frame=0
VFG003531__ysaI Made VFG003531__ysaI into gene. strand=+, frame=0
VFG003532__ysaJ Made VFG003532__ysaJ into gene. strand=+, frame=0
VFG003533__YE3554 Made VFG003533__YE3554 into gene. strand=+, frame=0
VFG003534__YE3555 Made VFG003534__YE3555 into gene. strand=+, frame=0
VFG003535__YE3556 Made VFG003535__YE3556 into gene. strand=+, frame=0
VFG003536__ysaH Made VFG003536__ysaH into gene. strand=+, frame=0
VFG003537__YE3558 Made VFG003537__YE3558 into gene. strand=+, frame=0
VFG003538__YE3559 Made VFG003538__YE3559 into gene. strand=+, frame=0
VFG003539__ysrR Made VFG003539__ysrR into gene. strand=+, frame=0
VFG003540__ysrS Made VFG003540__ysrS into gene. strand=+, frame=0
VFG003559__yst1C Made VFG003559__yst1C into gene. strand=+, frame=0
VFG003560__yst1D Made VFG003560__yst1D into gene. strand=+, frame=0
VFG003561__yst1E Made VFG003561__yst1E into gene. strand=+, frame=0
VFG003562__yst1F Made VFG003562__yst1F into gene. strand=+, frame=0
VFG003563__yst1G Made VFG003563__yst1G into gene. strand=+, frame=0
VFG003564__yst1H Made VFG003564__yst1H into gene. strand=+, frame=0
VFG003565__yst1I Made VFG003565__yst1I into gene. strand=+, frame=0
VFG003566__yst1J Made VFG003566__yst1J into gene. strand=+, frame=0
VFG003567__yst1K Made VFG003567__yst1K into gene. strand=+, frame=0
VFG003568__yst1L Made VFG003568__yst1L into gene. strand=+, frame=0
VFG003569__yst1M Made VFG003569__yst1M into gene. strand=+, frame=0
VFG003570__yst1O Made VFG003570__yst1O into gene. strand=+, frame=0
VFG003571__yst1S Made VFG003571__yst1S into gene. strand=+, frame=0
VFG003624__yplA Made VFG003624__yplA into gene. strand=+, frame=0
VFG003626__sprB Made VFG003626__sprB into gene. strand=+, frame=0
VFG003628__sprB Made VFG003628__sprB into gene. strand=+, frame=0
VFG003629__sprB Made VFG003629__sprB into gene. strand=+, frame=0
VFG003631__hilC Made VFG003631__hilC into gene. strand=+, frame=0
VFG003633__hilC Made VFG003633__hilC into gene. strand=+, frame=0
VFG003634__hilC Made VFG003634__hilC into gene. strand=+, frame=0
VFG003635__orgC Made VFG003635__orgC into gene. strand=+, frame=0
VFG003636__orgC Made VFG003636__orgC into gene. strand=+, frame=0
VFG003638__orgC Made VFG003638__orgC into gene. strand=+, frame=0
VFG003639__orgC Made VFG003639__orgC into gene. strand=+, frame=0
VFG003641__orgB Made VFG003641__orgB into gene. strand=+, frame=0
VFG003643__orgB Made VFG003643__orgB into gene. strand=+, frame=0
VFG003644__orgB Made VFG003644__orgB into gene. strand=+, frame=0
VFG003645__orgA Made VFG003645__orgA into gene. strand=+, frame=0
VFG003646__orgA Made VFG003646__orgA into gene. strand=+, frame=0
VFG003648__orgA Made VFG003648__orgA into gene. strand=+, frame=0
VFG003649__orgA Made VFG003649__orgA into gene. strand=+, frame=0
VFG003651__prgK Made VFG003651__prgK into gene. strand=+, frame=0
VFG003653__prgK Made VFG003653__prgK into gene. strand=+, frame=0
VFG003654__prgK Made VFG003654__prgK into gene. strand=+, frame=0
VFG003656__prgJ Made VFG003656__prgJ into gene. strand=+, frame=0
VFG003661__prgI Made VFG003661__prgI into gene. strand=+, frame=0
VFG003663__prgI Made VFG003663__prgI into gene. strand=+, frame=0
VFG003666__prgH Made VFG003666__prgH into gene. strand=+, frame=0
VFG003668__prgH Made VFG003668__prgH into gene. strand=+, frame=0
VFG003669__prgH Made VFG003669__prgH into gene. strand=+, frame=0
VFG003671__hilD Made VFG003671__hilD into gene. strand=+, frame=0
VFG003673__hilD Made VFG003673__hilD into gene. strand=+, frame=0
VFG003674__hilD Made VFG003674__hilD into gene. strand=+, frame=0
VFG003676__hilA Made VFG003676__hilA into gene. strand=+, frame=0
VFG003678__hilA Made VFG003678__hilA into gene. strand=+, frame=0
VFG003681__iagB Made VFG003681__iagB into gene. strand=+, frame=0
VFG003683__iagB Made VFG003683__iagB into gene. strand=+, frame=0
VFG003684__iagB Made VFG003684__iagB into gene. strand=+, frame=0
VFG003686__sicP Made VFG003686__sicP into gene. strand=+, frame=0
VFG003688__sicP Made VFG003688__sicP into gene. strand=+, frame=0
VFG003689__sicP Made VFG003689__sicP into gene. strand=+, frame=0
VFG003691__iacP Made VFG003691__iacP into gene. strand=+, frame=0
VFG003694__iacP Made VFG003694__iacP into gene. strand=+, frame=0
VFG003696__sipD Made VFG003696__sipD into gene. strand=+, frame=0
VFG003699__sipD Made VFG003699__sipD into gene. strand=+, frame=0
VFG003701__sicA Made VFG003701__sicA into gene. strand=+, frame=0
VFG003704__sicA Made VFG003704__sicA into gene. strand=+, frame=0
VFG003706__spaS Made VFG003706__spaS into gene. strand=+, frame=0
VFG003708__spaS Made VFG003708__spaS into gene. strand=+, frame=0
VFG003709__spaS Made VFG003709__spaS into gene. strand=+, frame=0
VFG003711__spaR Made VFG003711__spaR into gene. strand=+, frame=0
VFG003713__spaR Made VFG003713__spaR into gene. strand=+, frame=0
VFG003714__spaR Made VFG003714__spaR into gene. strand=+, frame=0
VFG003721__spaP Made VFG003721__spaP into gene. strand=+, frame=0
VFG003723__spaP Made VFG003723__spaP into gene. strand=+, frame=0
VFG003724__spaP Made VFG003724__spaP into gene. strand=+, frame=0
VFG003726__spaO Made VFG003726__spaO into gene. strand=+, frame=0
VFG003728__spaO Made VFG003728__spaO into gene. strand=+, frame=0
VFG003729__spaO Made VFG003729__spaO into gene. strand=+, frame=0
VFG003731__invJ Made VFG003731__invJ into gene. strand=+, frame=0
VFG003733__invJ Made VFG003733__invJ into gene. strand=+, frame=0
VFG003734__invJ Made VFG003734__invJ into gene. strand=+, frame=0
VFG003736__invI Made VFG003736__invI into gene. strand=+, frame=0
VFG003738__invI Made VFG003738__invI into gene. strand=+, frame=0
VFG003741__invC Made VFG003741__invC into gene. strand=+, frame=0
VFG003743__invC Made VFG003743__invC into gene. strand=+, frame=0
VFG003744__invC Made VFG003744__invC into gene. strand=+, frame=0
VFG003748__invB Made VFG003748__invB into gene. strand=+, frame=0
VFG003749__invB Made VFG003749__invB into gene. strand=+, frame=0
VFG003751__invA Made VFG003751__invA into gene. strand=+, frame=0
VFG003753__invA Made VFG003753__invA into gene. strand=+, frame=0
VFG003754__invA Made VFG003754__invA into gene. strand=+, frame=0
VFG003756__invE Made VFG003756__invE into gene. strand=+, frame=0
VFG003758__invE Made VFG003758__invE into gene. strand=+, frame=0
VFG003759__invE Made VFG003759__invE into gene. strand=+, frame=0
VFG003761__invG Made VFG003761__invG into gene. strand=+, frame=0
VFG003763__invG Made VFG003763__invG into gene. strand=+, frame=0
VFG003764__invG Made VFG003764__invG into gene. strand=+, frame=0
VFG003766__invF Made VFG003766__invF into gene. strand=+, frame=0
VFG003769__invF Made VFG003769__invF into gene. strand=+, frame=0
VFG003771__invH Made VFG003771__invH into gene. strand=+, frame=0
VFG003774__invH Made VFG003774__invH into gene. strand=+, frame=0
VFG003776__sptP Made VFG003776__sptP into gene. strand=+, frame=0
VFG003778__sptP Made VFG003778__sptP into gene. strand=+, frame=0
VFG003779__sptP Made VFG003779__sptP into gene. strand=+, frame=0
VFG003781__sipA Made VFG003781__sipA into gene. strand=+, frame=0
VFG003783__sipA Made VFG003783__sipA into gene. strand=+, frame=0
VFG003784__sipA Made VFG003784__sipA into gene. strand=+, frame=0
VFG003786__sipC Made VFG003786__sipC into gene. strand=+, frame=0
VFG003788__sipC Made VFG003788__sipC into gene. strand=+, frame=0
VFG003789__sipC Made VFG003789__sipC into gene. strand=+, frame=0
VFG003791__sipB Made VFG003791__sipB into gene. strand=+, frame=0
VFG003793__sipB Made VFG003793__sipB into gene. strand=+, frame=0
VFG003794__sipB Made VFG003794__sipB into gene. strand=+, frame=0
VFG003799__sopA Made VFG003799__sopA into gene. strand=+, frame=0
VFG003801__sopB_sigD Made VFG003801__sopB_sigD into gene. strand=+, frame=0
VFG003803__sopB_sigD Made VFG003803__sopB_sigD into gene. strand=+, frame=0
VFG003806__sopD Made VFG003806__sopD into gene. strand=+, frame=0
VFG003808__sopD Made VFG003808__sopD into gene. strand=+, frame=0
VFG003809__sopD Made VFG003809__sopD into gene. strand=+, frame=0
VFG003810__sopE Made VFG003810__sopE into gene. strand=+, frame=0
VFG003812__sopE Made VFG003812__sopE into gene. strand=+, frame=0
VFG003814__sopE2 Made VFG003814__sopE2 into gene. strand=+, frame=0
VFG003815__sopE2 Made VFG003815__sopE2 into gene. strand=+, frame=0
VFG003818__ssrB Made VFG003818__ssrB into gene. strand=+, frame=0
VFG003820__ssrB Made VFG003820__ssrB into gene. strand=+, frame=0
VFG003821__ssrB Made VFG003821__ssrB into gene. strand=+, frame=0
VFG003823__ssrA Made VFG003823__ssrA into gene. strand=+, frame=0
VFG003824__ssrA Made VFG003824__ssrA into gene. strand=+, frame=0
VFG003825__ssrA Made VFG003825__ssrA into gene. strand=+, frame=0
VFG003826__ssrA Made VFG003826__ssrA into gene. strand=+, frame=0
VFG003828__ssaC Made VFG003828__ssaC into gene. strand=+, frame=0
VFG003830__ssaC Made VFG003830__ssaC into gene. strand=+, frame=0
VFG003831__ssaC Made VFG003831__ssaC into gene. strand=+, frame=0
VFG003833__ssaD Made VFG003833__ssaD into gene. strand=+, frame=0
VFG003835__ssaD Made VFG003835__ssaD into gene. strand=+, frame=0
VFG003838__ssaE Made VFG003838__ssaE into gene. strand=+, frame=0
VFG003840__ssaE Made VFG003840__ssaE into gene. strand=+, frame=0
VFG003841__ssaE Made VFG003841__ssaE into gene. strand=+, frame=0
VFG003843__sseA Made VFG003843__sseA into gene. strand=+, frame=0
VFG003846__sseA Made VFG003846__sseA into gene. strand=+, frame=0
VFG003848__sseB Made VFG003848__sseB into gene. strand=+, frame=0
VFG003850__sseB Made VFG003850__sseB into gene. strand=+, frame=0
VFG003851__sseB Made VFG003851__sseB into gene. strand=+, frame=0
VFG003853__sscA Made VFG003853__sscA into gene. strand=+, frame=0
VFG003856__sscA Made VFG003856__sscA into gene. strand=+, frame=0
VFG003858__sseC Made VFG003858__sseC into gene. strand=+, frame=0
VFG003860__sseC Made VFG003860__sseC into gene. strand=+, frame=0
VFG003861__sseC Made VFG003861__sseC into gene. strand=+, frame=0
VFG003863__sseD Made VFG003863__sseD into gene. strand=+, frame=0
VFG003865__sseD Made VFG003865__sseD into gene. strand=+, frame=0
VFG003866__sseD Made VFG003866__sseD into gene. strand=+, frame=0
VFG003868__sseE Made VFG003868__sseE into gene. strand=+, frame=0
VFG003870__sseE Made VFG003870__sseE into gene. strand=+, frame=0
VFG003871__sseE Made VFG003871__sseE into gene. strand=+, frame=0
VFG003873__sscB Made VFG003873__sscB into gene. strand=+, frame=0
VFG003875__sscB Made VFG003875__sscB into gene. strand=+, frame=0
VFG003881__ssaG Made VFG003881__ssaG into gene. strand=+, frame=0
VFG003883__ssaH Made VFG003883__ssaH into gene. strand=+, frame=0
VFG003885__ssaH Made VFG003885__ssaH into gene. strand=+, frame=0
VFG003886__ssaH Made VFG003886__ssaH into gene. strand=+, frame=0
VFG003888__ssaI Made VFG003888__ssaI into gene. strand=+, frame=0
VFG003891__ssaI Made VFG003891__ssaI into gene. strand=+, frame=0
VFG003893__ssaJ Made VFG003893__ssaJ into gene. strand=+, frame=0
VFG003895__ssaJ Made VFG003895__ssaJ into gene. strand=+, frame=0
VFG003896__ssaJ Made VFG003896__ssaJ into gene. strand=+, frame=0
VFG003898__ssaK Made VFG003898__ssaK into gene. strand=+, frame=0
VFG003900__ssaK Made VFG003900__ssaK into gene. strand=+, frame=0
VFG003901__ssaK Made VFG003901__ssaK into gene. strand=+, frame=0
VFG003903__ssaL Made VFG003903__ssaL into gene. strand=+, frame=0
VFG003905__ssaL Made VFG003905__ssaL into gene. strand=+, frame=0
VFG003906__ssaL Made VFG003906__ssaL into gene. strand=+, frame=0
VFG003908__ssaM Made VFG003908__ssaM into gene. strand=+, frame=0
VFG003910__ssaM Made VFG003910__ssaM into gene. strand=+, frame=0
VFG003911__ssaM Made VFG003911__ssaM into gene. strand=+, frame=0
VFG003913__ssaV Made VFG003913__ssaV into gene. strand=+, frame=0
VFG003915__ssaV Made VFG003915__ssaV into gene. strand=+, frame=0
VFG003916__ssaV Made VFG003916__ssaV into gene. strand=+, frame=0
VFG003918__ssaN Made VFG003918__ssaN into gene. strand=+, frame=0
VFG003920__ssaN Made VFG003920__ssaN into gene. strand=+, frame=0
VFG003921__ssaN Made VFG003921__ssaN into gene. strand=+, frame=0
VFG003923__ssaO Made VFG003923__ssaO into gene. strand=+, frame=0
VFG003925__ssaO Made VFG003925__ssaO into gene. strand=+, frame=0
VFG003926__ssaO Made VFG003926__ssaO into gene. strand=+, frame=0
VFG003928__ssaP Made VFG003928__ssaP into gene. strand=+, frame=0
VFG003930__ssaP Made VFG003930__ssaP into gene. strand=+, frame=0
VFG003931__ssaP Made VFG003931__ssaP into gene. strand=+, frame=0
VFG003933__ssaQ Made VFG003933__ssaQ into gene. strand=+, frame=0
VFG003934__ssaQ Made VFG003934__ssaQ into gene. strand=+, frame=0
VFG003935__ssaQ Made VFG003935__ssaQ into gene. strand=+, frame=0
VFG003936__ssaQ Made VFG003936__ssaQ into gene. strand=+, frame=0
VFG003938__ssaR Made VFG003938__ssaR into gene. strand=+, frame=0
VFG003940__ssaR Made VFG003940__ssaR into gene. strand=+, frame=0
VFG003941__ssaR Made VFG003941__ssaR into gene. strand=+, frame=0
VFG003943__ssaS Made VFG003943__ssaS into gene. strand=+, frame=0
VFG003945__ssaS Made VFG003945__ssaS into gene. strand=+, frame=0
VFG003946__ssaS Made VFG003946__ssaS into gene. strand=+, frame=0
VFG003948__ssaT Made VFG003948__ssaT into gene. strand=+, frame=0
VFG003950__ssaT Made VFG003950__ssaT into gene. strand=+, frame=0
VFG003951__ssaT Made VFG003951__ssaT into gene. strand=+, frame=0
VFG003953__ssaU Made VFG003953__ssaU into gene. strand=+, frame=0
VFG003956__ssaU Made VFG003956__ssaU into gene. strand=+, frame=0
VFG003958__spiC_ssaB Made VFG003958__spiC_ssaB into gene. strand=+, frame=0
VFG003960__spiC_ssaB Made VFG003960__spiC_ssaB into gene. strand=+, frame=0
VFG003961__spiC_ssaB Made VFG003961__spiC_ssaB into gene. strand=+, frame=0
VFG003963__sseF Made VFG003963__sseF into gene. strand=+, frame=0
VFG003964__sseF Made VFG003964__sseF into gene. strand=+, frame=0
VFG003965__sseF Made VFG003965__sseF into gene. strand=+, frame=0
VFG003967__sseG Made VFG003967__sseG into gene. strand=+, frame=0
VFG003969__sseG Made VFG003969__sseG into gene. strand=+, frame=0
VFG003970__sseG Made VFG003970__sseG into gene. strand=+, frame=0
VFG003971__sseI_srfH Made VFG003971__sseI_srfH into gene. strand=+, frame=0
VFG003972__sseI_srfH Made VFG003972__sseI_srfH into gene. strand=+, frame=0
VFG003976__sseJ Made VFG003976__sseJ into gene. strand=+, frame=0
VFG003977__sseL Made VFG003977__sseL into gene. strand=+, frame=0
VFG003978__sseL Made VFG003978__sseL into gene. strand=+, frame=0
VFG003979__sseL Made VFG003979__sseL into gene. strand=+, frame=0
VFG003980__sseL Made VFG003980__sseL into gene. strand=+, frame=0
VFG003981__sseL Made VFG003981__sseL into gene. strand=+, frame=0
VFG003982__sseK2 Made VFG003982__sseK2 into gene. strand=+, frame=0
VFG003984__sifA Made VFG003984__sifA into gene. strand=+, frame=0
VFG003986__sifA Made VFG003986__sifA into gene. strand=+, frame=0
VFG003987__sifA Made VFG003987__sifA into gene. strand=+, frame=0
VFG003988__sifB Made VFG003988__sifB into gene. strand=+, frame=0
VFG003989__sifB Made VFG003989__sifB into gene. strand=+, frame=0
VFG003991__sifB Made VFG003991__sifB into gene. strand=+, frame=0
VFG003993__pipB Made VFG003993__pipB into gene. strand=+, frame=0
VFG003995__pipB Made VFG003995__pipB into gene. strand=+, frame=0
VFG003996__pipB Made VFG003996__pipB into gene. strand=+, frame=0
VFG003997__pipB2 Made VFG003997__pipB2 into gene. strand=+, frame=0
VFG003998__pipB2 Made VFG003998__pipB2 into gene. strand=+, frame=0
VFG004000__pipB2 Made VFG004000__pipB2 into gene. strand=+, frame=0
VFG004001__pipB2 Made VFG004001__pipB2 into gene. strand=+, frame=0
VFG004005__sopD2 Made VFG004005__sopD2 into gene. strand=+, frame=0
VFG004006__gogB Made VFG004006__gogB into gene. strand=+, frame=0
VFG004007__gogB Made VFG004007__gogB into gene. strand=+, frame=0
VFG004009__sspH2 Made VFG004009__sspH2 into gene. strand=+, frame=0
VFG004015__slrP Made VFG004015__slrP into gene. strand=+, frame=0
VFG004016__sseK1 Made VFG004016__sseK1 into gene. strand=+, frame=0
VFG004017__sseK1 Made VFG004017__sseK1 into gene. strand=+, frame=0
VFG004029__tviE Made VFG004029__tviE into gene. strand=+, frame=0
VFG004039__mgtB Made VFG004039__mgtB into gene. strand=+, frame=0
VFG004041__mgtB Made VFG004041__mgtB into gene. strand=+, frame=0
VFG004042__mgtB Made VFG004042__mgtB into gene. strand=+, frame=0
VFG004044__mgtC Made VFG004044__mgtC into gene. strand=+, frame=0
VFG004046__mgtC Made VFG004046__mgtC into gene. strand=+, frame=0
VFG004047__mgtC Made VFG004047__mgtC into gene. strand=+, frame=0
VFG004049__mig_14 Made VFG004049__mig_14 into gene. strand=+, frame=0
VFG004051__mig_14 Made VFG004051__mig_14 into gene. strand=+, frame=0
VFG004052__mig_14 Made VFG004052__mig_14 into gene. strand=+, frame=0
VFG004056__phoQ Made VFG004056__phoQ into gene. strand=+, frame=0
VFG004058__phoQ Made VFG004058__phoQ into gene. strand=+, frame=0
VFG004059__phoQ Made VFG004059__phoQ into gene. strand=+, frame=0
VFG004061__phoP Made VFG004061__phoP into gene. strand=+, frame=0
VFG004063__phoP Made VFG004063__phoP into gene. strand=+, frame=0
VFG004064__phoP Made VFG004064__phoP into gene. strand=+, frame=0
VFG004066__fimA Made VFG004066__fimA into gene. strand=+, frame=0
VFG004068__fimA Made VFG004068__fimA into gene. strand=+, frame=0
VFG004069__fimA Made VFG004069__fimA into gene. strand=+, frame=0
VFG004072__fimI Made VFG004072__fimI into gene. strand=+, frame=0
VFG004073__fimI Made VFG004073__fimI into gene. strand=+, frame=0
VFG004074__fimI Made VFG004074__fimI into gene. strand=+, frame=0
VFG004076__fimC Made VFG004076__fimC into gene. strand=+, frame=0
VFG004078__fimC Made VFG004078__fimC into gene. strand=+, frame=0
VFG004081__fimD Made VFG004081__fimD into gene. strand=+, frame=0
VFG004083__fimD Made VFG004083__fimD into gene. strand=+, frame=0
VFG004084__fimD Made VFG004084__fimD into gene. strand=+, frame=0
VFG004086__fimH Made VFG004086__fimH into gene. strand=+, frame=0
VFG004087__fimH Made VFG004087__fimH into gene. strand=+, frame=0
VFG004088__fimH Made VFG004088__fimH into gene. strand=+, frame=0
VFG004089__fimH Made VFG004089__fimH into gene. strand=+, frame=0
VFG004091__fimF Made VFG004091__fimF into gene. strand=+, frame=0
VFG004093__fimF Made VFG004093__fimF into gene. strand=+, frame=0
VFG004094__fimF Made VFG004094__fimF into gene. strand=+, frame=0
VFG004096__fimZ Made VFG004096__fimZ into gene. strand=+, frame=0
VFG004098__fimZ Made VFG004098__fimZ into gene. strand=+, frame=0
VFG004099__fimZ Made VFG004099__fimZ into gene. strand=+, frame=0
VFG004101__fimY Made VFG004101__fimY into gene. strand=+, frame=0
VFG004103__fimY Made VFG004103__fimY into gene. strand=+, frame=0
VFG004104__fimY Made VFG004104__fimY into gene. strand=+, frame=0
VFG004106__fimW Made VFG004106__fimW into gene. strand=+, frame=0
VFG004108__fimW Made VFG004108__fimW into gene. strand=+, frame=0
VFG004109__fimW Made VFG004109__fimW into gene. strand=+, frame=0
VFG004111__csgG Made VFG004111__csgG into gene. strand=+, frame=0
VFG004113__csgC Made VFG004113__csgC into gene. strand=+, frame=0
VFG004114__csgC Made VFG004114__csgC into gene. strand=+, frame=0
VFG004116__csgF Made VFG004116__csgF into gene. strand=+, frame=0
VFG004118__csgA Made VFG004118__csgA into gene. strand=+, frame=0
VFG004119__csgA Made VFG004119__csgA into gene. strand=+, frame=0
VFG004124__csgB Made VFG004124__csgB into gene. strand=+, frame=0
VFG004125__csgD Made VFG004125__csgD into gene. strand=+, frame=0
